title	year	Director1	Genre1	Genre2	Genre3	stars
The Lion in Winter (1968)	1968	Anthony Harvey	History	Drama	Biography	8
The Bag Man (2014/I)	2014	David Grovic	Thriller	Drama	Crime	5
Predators (2010)	2010	Nimród Antal	Sci-Fi	Adventure	Action	6
Pride (2014/I)	2014	Matthew Warchus	Drama	Comedy	Biography	8
Tosun Pasa (1976)	1976	Kartal Tibet	History	Comedy	None	9
Girl Fever (2002)	2002	Michael Davis	Romance	Comedy	None	5
The Fall of the Roman Empire (1964)	1964	Anthony Mann	War	History	Drama	7
We're No Angels (1955)	1955	Michael Curtiz	Romance	Crime	Comedy	8
The Day of the Triffids (1962)	1962	Steve Sekely	Sci-Fi	Horror	None	6
The Man Who Shot Liberty Valance (1962)	1962	John Ford	Western	Romance	Drama	8
The Help (2011)	2011	Tate Taylor	Drama	None	None	8
All Cheerleaders Die (2013)	2013	Lucky McKee	Horror	Fantasy	None	5
Mar adentro (2004/I)	2004	Mariana Chenillo	Short	Romance	Drama	8
The Devil's Violinist (2013)	2013	Bernard Rose	Musical	Drama	Biography	6
Doom? (2004) (VG)	2004	J. Christian Ingvordsen	Horror	Comedy	Action	8
My Blue Heaven (1990/I)	1990	Herbert Ross	Crime	Comedy	None	6
The Black Dahlia (2006)	2006	Brian De Palma	Mystery	Drama	Crime	6
Fail Safe (2000) (TV)	2000	Stephen Frears	Thriller	Drama	None	7
Neighbors (2014/I)	2014	Nicholas Stoller	Comedy	None	None	6
Holes (2003)	2003	Andrew Davis	Drama	Comedy	Adventure	7
Velvet Goldmine (1998)	1998	Todd Haynes	Music	Drama	None	7
Feast (2005)	2005	John Gulager	Horror	Comedy	Action	6
Robin Hood: Prince of Thieves (1991)	1991	Kevin Reynolds	Drama	Adventure	Action	7
The Loved One (1965)	1965	Tony Richardson	Comedy	None	None	7
The Band Wagon (1953)	1953	Vincente Minnelli	Romance	Musical	Comedy	8
Jhoom Barabar Jhoom (2007)	2007	Shaad Ali	Musical	Drama	Comedy	4
Killer of Sheep (1978)	1978	Charles Burnett	Drama	None	None	7
Nannaku Prematho (2016)	2016	Sukumar	Fantasy	Drama	Action	8
Dream Boy (2008)	2008	James Bolton	Romance	Drama	None	6
Get Hard (2015)	2015	Etan Cohen	Crime	Comedy	None	6
Twilight Zone: The Movie (1983)	1983	Joe Dante	Sci-Fi	Horror	Fantasy	6
The Hospital (1971)	1971	Arthur Hiller	Mystery	Drama	Comedy	7
The Other Man (2008)	2008	Richard Eyre	Thriller	Mystery	Drama	6
The American (2010)	2010	Anton Corbijn	Thriller	Drama	Crime	6
Melissa P. (2005)	2005	Luca Guadagnino	Drama	None	None	5
My Life (1993)	1993	Bruce Joel Rubin	Drama	None	None	7
Battle of Britain (1969)	1969	Guy Hamilton	History	Drama	Action	7
Andre (1994)	1994	George Miller	Family	Drama	Adventure	6
Hazaaron Khwaishein Aisi (2003)	2003	Sudhir Mishra	Drama	None	None	8
Driving Miss Daisy (1989)	1989	Bruce Beresford	Family	Drama	Comedy	7
Welcome to the Jungle (2013)	2013	Rob Meltzer	Comedy	Adventure	Action	5
Jarhead 2: Field of Fire (2014)	2014	Don Michael Paul	War	Drama	Action	6
Azumi (2003)	2003	Ryûhei Kitamura	Drama	Adventure	Action	7
Lisztomania (1975)	1975	Ken Russell	Music	Comedy	Biography	6
Persepolis (2007)	2007	Vincent Paronnaud	Drama	Biography	Animation	8
Welcome Back (2015)	2015	Anees Bazmee	Crime	Comedy	Action	4
Devasuram (1993)	1993	I.V. Sasi	Thriller	Drama	Action	9
Omega Doom (1996)	1996	Albert Pyun	Thriller	Sci-Fi	Drama	4
Leprechaun in the Hood (2000) (V)	2000	Rob Spera	Fantasy	Comedy	Action	4
Zandalee (1991)	1991	Sam Pillsbury	Thriller	Romance	Drama	4
Knock on Any Door (1949)	1949	Nicholas Ray	Film-Noir	Drama	Crime	7
The Maize: The Movie (2004)	2004	Bill Cowell	Horror	None	None	2
The Meaning of Life (1983)	1983	Terry Jones	Musical	Fantasy	Comedy	8
Cockpit (2012)	2012	Mårten Klingberg	Comedy	None	None	6
Forget Me Not (2010/I)	2010	Alexander Holt	Romance	None	None	7
Satyagraha (2013/I)	2013	Prakash Jha	Drama	None	None	6
Tiptoes (2003)	2003	Matthew Bright	Romance	Drama	Comedy	5
Life Partners (2014)	2014	Susanna Fogel	Romance	Comedy	None	6
Ride with the Devil (1999/I)	1999	Ang Lee	War	Romance	Drama	7
Don Jon (2013)	2013	Joseph Gordon-Levitt	Romance	Drama	Comedy	7
Hang 'Em High (1968)	1968	Ted Post	Western	None	None	7
Do the Right Thing (1989)	1989	Spike Lee	Drama	None	None	8
C.R.A.Z.Y. (2005)	2005	Jean-Marc Vallée	Drama	Comedy	None	8
One Day in September (1999)	1999	Kevin Macdonald	Sport	History	Documentary	8
A Bug's Life (1998)	1998	John Lasseter	Comedy	Adventure	Animation	7
Millennium (1989)	1989	Michael Anderson	Sci-Fi	Mystery	Drama	6
Zack and Miri Make a Porno (2008)	2008	Kevin Smith	Romance	Comedy	None	7
Diva (1981)	1981	Jean-Jacques Beineix	Thriller	None	None	7
Quintet (1979)	1979	Robert Altman	Sci-Fi	Mystery	Drama	5
16 Wishes (2010) (TV)	2010	Peter DeLuise	Fantasy	Family	Drama	6
Insomnia (1997)	1997	Erik Skjoldbjærg	Thriller	Mystery	Crime	7
I.O.U.S.A. (2008)	2008	Patrick Creadon	Documentary	None	None	8
Chori Chori Chupke Chupke (2001)	2001	Abbas Alibhai Burmawalla	Romance	Musical	Drama	5
Avalon High (2010) (TV)	2010	Stuart Gillard	Fantasy	Family	Drama	6
Hitman: Blood Money (2006) (VG)	2006	Peter Fleckenstein	Crime	Adventure	Action	9
Black Sheep (2006)	2006	Jonathan King	Sci-Fi	Horror	Comedy	6
Life Is Hot in Cracktown (2009)	2009	Buddy Giovinazzo	Drama	Crime	None	6
I Want to Live! (1958)	1958	Robert Wise	Drama	Crime	Biography	8
Colonia (2015)	2015	Diego Frangi	Documentary	None	None	7
Link (1986)	1986	Richard Franklin	Horror	None	None	6
Going in Style (1979)	1979	Martin Brest	Drama	Comedy	None	7
The Main Event (1979)	1979	Howard Zieff	Sport	Romance	Comedy	6
Redline (2007)	2007	Andy Cheng	Action	None	None	4
Apaharan (2005)	2005	Prakash Jha	Drama	Crime	Action	7
The Package (1989)	1989	Andrew Davis	Drama	Crime	Action	6
Still of the Night (1982)	1982	Robert Benton	Mystery	Drama	Crime	6
Citizen Kane (1941)	1941	Orson Welles	Mystery	Drama	None	8
The Cake Eaters (2007)	2007	Mary Stuart Masterson	Romance	Drama	Comedy	6
The Hunted (2003)	2003	William Friedkin	Drama	Crime	Action	6
Bloody Mama (1970)	1970	Roger Corman	Drama	Crime	None	6
Light Sleeper (1992)	1992	Paul Schrader	Drama	Crime	None	7
Public Enemies (2009)	2009	Michael Mann	Drama	Crime	Biography	7
Hannah Montana: The Movie (2009)	2009	Peter Chelsom	Family	Drama	Comedy	4
Captain America: The Winter Soldier (2014)	2014	Anthony Russo	Sci-Fi	Adventure	Action	8
Blacula (1972)	1972	William Crain	Romance	Horror	Fantasy	6
Jack Reacher (2012)	2012	Christopher McQuarrie	Mystery	Crime	Action	7
The Raven (2012/I)	2012	James McTeigue	Thriller	Mystery	Crime	6
The Chocolate War (1988)	1988	Keith Gordon	Drama	None	None	7
Great Balls of Fire! (1989)	1989	Jim McBride	Music	Drama	Biography	6
The Education of Charlie Banks (2007)	2007	Fred Durst	Drama	None	None	7
Futurama: Bender's Big Score (2007) (V)	2007	Dwayne Carey-Hill	Romance	Comedy	Animation	8
Fortress (1985)	1985	Arch Nicholson	Thriller	Adventure	Action	7
American Psycho II: All American Girl (2002) (V)	2002	Morgan J. Freeman	Thriller	Horror	None	4
The Program (1993)	1993	David S. Ward	Sport	Drama	Action	6
Fire on the Amazon (1993)	1993	Luis Llosa	Drama	Adventure	Action	4
Batman Begins (2005) (VG)	2005	Christopher Nolan	Adventure	Action	None	8
Kes (1969)	1969	Ken Loach	Family	Drama	None	8
WiseGirls (2002)	2002	David Anspaugh	Thriller	Drama	Crime	6
Ankhon Dekhi (2013)	2013	Rajat Kapoor	Drama	Comedy	None	8
TiMER (2009)	2009	Jac Schaeffer	Fantasy	Drama	Comedy	7
Gremlins 2: The New Batch (1990)	1990	Joe Dante	Horror	Fantasy	Comedy	6
Morocco (1930)	1930	Josef von Sternberg	Drama	Romance	None	7
Vali (2009)	2009	Çagatay Tosun	Drama	Crime	Action	7
The Ghost Breakers (1940)	1940	George Marshall	Mystery	Horror	Comedy	7
The Mummy Returns (2001)	2001	Stephen Sommers	Fantasy	Adventure	Action	6
Dare mo shiranai (2004)	2004	Kiichi Kumagai	Short	Documentary	None	8
Paris - When It Sizzles (1964)	1964	Richard Quine	Romance	Comedy	None	6
Ice Age: Continental Drift (2012)	2012	Steve Martino	Comedy	Adventure	Animation	7
Dreamgirls (2006)	2006	Bill Condon	Musical	Music	Drama	6
Lord of the Piercing (2002) (TV)	2002	Joel Gallen	Short	Comedy	None	8
Land of Plenty (2004)	2004	Wim Wenders	War	Drama	None	6
Carry on Cleo (1964)	1964	Gerald Thomas	Comedy	None	None	7
Oxygen (1999)	1999	Richard Shepard	Thriller	Drama	Crime	6
Palookaville (1995)	1995	Alan Taylor	Crime	Comedy	None	7
Care Bears Movie II: A New Generation (1986)	1986	Dale Schott	Fantasy	Family	Animation	5
Uninhabited (2010)	2010	Bill Bennett	Thriller	Horror	None	4
Ernest Rides Again (1993)	1993	John R. Cherry III	Comedy	Family	None	5
Vedam (2010)	2010	Krish Jagarlamudi	Drama	Crime	Action	8
Ghanchakkar (2013)	2013	Raj Kumar Gupta	Thriller	Crime	Comedy	6
School Daze (1988)	1988	Spike Lee	Musical	Drama	Comedy	6
Hercules (2014/I)	2014	Brett Ratner	Adventure	Action	None	6
RoboCop 3 (1993)	1993	Fred Dekker	Sci-Fi	Crime	Action	4
The Last Lions (2011)	2011	Dereck Joubert	Family	Documentary	None	8
Stonewall (2015)	2015	Roland Emmerich	Drama	None	None	4
A Dirty Shame (2004)	2004	John Waters	Comedy	None	None	5
Day Night Day Night (2006)	2006	Julia Loktev	Thriller	Drama	Crime	6
God's Pocket (2014)	2014	John Slattery	Drama	Crime	None	6
The Brothers Solomon (2007)	2007	Bob Odenkirk	Comedy	None	None	5
My Favorite Year (1982)	1982	Richard Benjamin	Comedy	None	None	7
Scary Movie (2000)	2000	Keenen Ivory Wayans	Comedy	None	None	6
Beowulf (2007)	2007	Robert Zemeckis	Adventure	Action	Animation	6
Bhool Bhulaiyaa (2007)	2007	Priyadarshan	Mystery	Horror	Comedy	7
Mother's Day (2016)	2016	Garry Marshall	Drama	Comedy	None	6
Show Boat (1936)	1936	James Whale	Musical	Drama	Comedy	8
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)	2005	Andrew Adamson	Fantasy	Family	Adventure	7
Sand Castles (2014)	2014	Clenet Verdi-Rose	Thriller	Drama	Crime	7
Bill Cunningham New York (2010)	2010	Richard Press	Biography	Documentary	None	8
Madras Cafe (2013)	2013	Shoojit Sircar	History	Drama	Action	8
Third Person (2013)	2013	Paul Haggis	Romance	Drama	None	6
How to Kill Your Neighbor's Dog (2000)	2000	Michael Kalesniko	Drama	Comedy	None	7
Saint John of Las Vegas (2009)	2009	Hue Rhodes	Drama	Comedy	None	6
The Resurrection of Jake the Snake (2015)	2015	Steve Yu	Drama	Biography	Documentary	8
The Changeling (1980)	1980	Peter Medak	Horror	Fantasy	None	7
The Wrong Trousers (1993)	1993	Nick Park	Comedy	Short	Animation	8
The Shaggy Dog (1959)	1959	Charles Barton	Fantasy	Comedy	Family	6
Man About Town (2006)	2006	Mike Binder	Drama	Comedy	None	6
Goal! (2005)	2005	Danny Cannon	Sport	Romance	Drama	7
Indigenous (2014)	2014	Alastair Orr	Horror	None	None	4
50/50 (2011)	2011	Jonathan Levine	Romance	Drama	Comedy	8
Puppet Master 4 (1993) (V)	1993	Jeff Burr	Sci-Fi	Horror	Fantasy	5
Transmorphers (2007) (V)	2007	Leigh Scott	Thriller	Sci-Fi	Action	2
Harry Potter and the Goblet of Fire (2005)	2005	Mike Newell	Fantasy	Family	Adventure	8
Secret Agent (1936)	1936	Alfred Hitchcock	Thriller	Mystery	None	7
Withnail & I (1987)	1987	Bruce Robinson	Drama	Comedy	None	8
North Dallas Forty (1979)	1979	Ted Kotcheff	Sport	Drama	Comedy	7
Harry Potter and the Chamber of Secrets (2002)	2002	Chris Columbus	Fantasy	Family	Adventure	7
Blackbeard's Ghost (1968)	1968	Robert Stevenson	Fantasy	Family	Comedy	7
Lissi und der wilde Kaiser (2007)	2007	Michael Herbig	Comedy	Adventure	Animation	5
Great Expectations (1998)	1998	Alfonso Cuarón	Romance	Drama	None	7
Two-Minute Warning (1976)	1976	Larry Peerce	Thriller	Drama	None	6
Road to Bali (1952)	1952	Hal Walker	Musical	Fantasy	Comedy	7
Pygmalion (1938)	1938	Anthony Asquith	Romance	Drama	Comedy	8
The Sadist (1963)	1963	James Landis	Thriller	None	None	7
In the Name of the Father (1993)	1993	Jim Sheridan	History	Drama	Biography	8
Dead Ringer (1964)	1964	Paul Henreid	Thriller	Drama	Crime	7
Elvis Has Left the Building (2004)	2004	Joel Zwick	Comedy	None	None	5
Yuvvraaj (2008)	2008	Subhash Ghai	Romance	Drama	Comedy	4
Joe (2013/I)	2013	David Gordon Green	Drama	None	None	7
Flubber (1997)	1997	Les Mayfield	Sci-Fi	Family	Comedy	5
Chernobyl Diaries (2012)	2012	Bradley Parker	Sci-Fi	Mystery	Horror	5
Picnic at Hanging Rock (1975)	1975	Peter Weir	Romance	Mystery	Drama	8
Easy Living (1937)	1937	Mitchell Leisen	Romance	Comedy	Biography	8
Two of a Kind (1983)	1983	John Herzfeld	Romance	Fantasy	Comedy	5
The History of Future Folk (2012)	2012	John Mitchell	Sci-Fi	Music	Comedy	7
The Ant Bully (2006)	2006	John A. Davis	Comedy	Adventure	Animation	6
Drop Dead Fred (1991)	1991	Ate de Jong	Fantasy	Drama	Comedy	6
That Old Feeling (1997)	1997	Carl Reiner	Romance	Comedy	None	6
I Am Trying to Break Your Heart (2002)	2002	Sam Jones	Music	Documentary	None	8
Led Zeppelin: Celebration Day (2012)	2012	Dick Carruthers	Music	Documentary	None	9
The Wild Life (1984)	1984	Art Linson	Drama	Comedy	None	6
Battle of the Damned (2013)	2013	Christopher Hatton	Horror	Adventure	Action	4
All-Star Superman (2011) (V)	2011	Sam Liu	Sci-Fi	Action	Animation	7
The Smurfs (2011)	2011	Raja Gosnell	Comedy	Adventure	Animation	6
Flower Drum Song (1961)	1961	Henry Koster	Romance	Musical	Comedy	7
Grand Theft Auto: Liberty City Stories (2005) (VG)	2005	Navid Khonsari	Crime	Comedy	Action	8
The Hill (1965)	1965	Sidney Lumet	War	Drama	None	8
A Little Romance (1979)	1979	George Roy Hill	Romance	Comedy	Adventure	8
Friday the 13th Part 2 (1981)	1981	Steve Miner	Thriller	Mystery	Horror	6
Down to Earth (2001)	2001	Chris Weitz	Fantasy	Comedy	None	5
Atlantis: Milo's Return (2003) (V)	2003	Victor Cook	Family	Animation	Adventure	5
Gigante (2009)	2009	Brenda Mendoza	Documentary	None	None	7
Brooklyn (2015)	2015	John Crowley	Romance	Drama	None	8
A Hard Day's Night (1964)	1964	Richard Lester	Musical	Comedy	None	8
The Betrayed (2008)	2008	Amanda Gusack	Mystery	Drama	Crime	6
Night of the Comet (1984)	1984	Thom Eberhardt	Sci-Fi	Horror	Comedy	6
Hannah and Her Sisters (1986)	1986	Woody Allen	Romance	Drama	Comedy	8
The Mummy's Curse (1944)	1944	Leslie Goodwins	Thriller	Horror	Fantasy	6
Tu la conosci Claudia? (2004)	2004	Massimo Venier	Romance	Mystery	Comedy	6
Looper (2012)	2012	Rian Johnson	Drama	Crime	Action	7
Bunny Lake Is Missing (1965)	1965	Otto Preminger	Thriller	Mystery	None	7
The Big Doll House (1971)	1971	Jack Hill	Thriller	Drama	Action	6
2001: A Space Odyssey (1968)	1968	Stanley Kubrick	Sci-Fi	Mystery	Adventure	8
Turk 182! (1985)	1985	Bob Clark	Drama	Comedy	Action	6
Set It Off (1996)	1996	F. Gary Gray	Drama	Crime	Action	7
Respiro (2002)	2002	Emanuele Crialese	Drama	None	None	7
Xchange (2001)	2001	Allan Moyle	Thriller	Sci-Fi	None	6
16 Blocks (2006)	2006	Richard Donner	Drama	Crime	Action	7
Murder! (1930)	1930	Alfred Hitchcock	Thriller	Mystery	Crime	6
Planet 51 (2009)	2009	Jorge Blanco	Comedy	Adventure	Animation	6
Flodder 3 (1995)	1995	Dick Maas	Comedy	None	None	5
The Black Scorpion (1957)	1957	Edward Ludwig	Sci-Fi	Horror	None	5
How to Make Love to a Woman (2010)	2010	Scott Culver	Comedy	None	None	4
Chinese Coffee (2000)	2000	Al Pacino	Drama	None	None	7
Austin Powers: International Man of Mystery (1997)	1997	Jay Roach	Crime	Comedy	None	7
If a Tree Falls: A Story of the Earth Liberation Front (2011)	2011	Marshall Curry	Crime	Biography	Documentary	7
Angst (1983/I)	1983	Gerald Kargl	Thriller	Horror	Drama	8
The 81st Annual Academy Awards (2009) (TV)	2009	Roger Goodman	None	None	None	8
The Bedford Incident (1965)	1965	James B. Harris	Thriller	Drama	None	8
To Hell and Back (1955)	1955	Jesse Hibbs	Drama	Biography	Action	7
The Absent Minded Professor (1961)	1961	Robert Stevenson	Sci-Fi	Family	Comedy	7
Black (2005)	2005	Sanjay Leela Bhansali	Drama	None	None	8
The Hurricane (1937)	1937	John Ford	Romance	Drama	Action	7
Bio-Dome (1996)	1996	Jason Bloom	Comedy	None	None	4
­Three Amigos! (1986)	1986	John Landis	Western	Comedy	None	6
Gracie's Choice (2004) (TV)	2004	Peter Werner	Drama	None	None	8
Seven Days to Live (2000)	2000	Sebastian Niemann	Thriller	Horror	Drama	5
Tumko Na Bhool Paayenge (2002)	2002	Pankaj Parashar	Mystery	Drama	Action	6
Delgo (2008)	2008	Marc F. Adler	Comedy	Adventure	Animation	4
Tot samyy Myunkhgauzen (1979) (TV)	1979	Mark Zakharov	Fantasy	Comedy	None	9
The Dead (1987)	1987	John Huston	Drama	None	None	7
Superman II (2006) (V)	2006	Richard Donner	Romance	Adventure	Action	8
Nirvana (1997)	1997	Gabriele Salvatores	Sci-Fi	Drama	Action	6
Missionary Man (2007)	2007	Dolph Lundgren	Thriller	Drama	Action	5
Shattered Glass (2003)	2003	Billy Ray	History	Drama	None	7
Harbinger Down (2015)	2015	Alec Gillis	Sci-Fi	Horror	None	4
Costa! (2001)	2001	Johan Nijenhuis	Romance	Comedy	None	4
Food Matters (2008)	2008	James Colquhoun	Documentary	None	None	8
Killer Joe (2011)	2011	William Friedkin	Romance	Drama	Crime	7
Kabali (2016)	2016	Pa. Ranjith	Drama	Crime	Action	7
The Emerald Forest (1985)	1985	John Boorman	Drama	Adventure	Action	7
Calvary (2014)	2014	John Michael McDonagh	Drama	Comedy	None	7
One Week (1920)	1920	Edward F. Cline	Comedy	Short	None	8
Austin Powers in Goldmember (2002)	2002	Jay Roach	Crime	Comedy	Action	6
Woo (1998)	1998	Daisy von Scherler Mayer	Romance	Comedy	None	4
Barney's Great Adventure (1998)	1998	Steve Gomer	Family	Adventure	None	3
Nowhere to Run (1993)	1993	Robert Harmon	Drama	Crime	Action	6
Shank (2010)	2010	Mo Ali	Crime	Comedy	Action	4
The Reluctant Fundamentalist (2012)	2012	Mira Nair	Thriller	Drama	None	7
Hold-Up (1985)	1985	Alexandre Arcady	Crime	Comedy	None	6
Eden (2012/I)	2012	Megan Griffiths	Drama	Crime	None	7
Slackers (2002)	2002	Dewey Nicks	Romance	Comedy	None	5
Make Mine Music (1946)	1946	Robert Cormack	Music	Family	Animation	6
September (1987)	1987	Woody Allen	Drama	None	None	7
Arthur 2: On the Rocks (1988)	1988	Bud Yorkin	Romance	Comedy	None	4
Six-String Samurai (1998)	1998	Lance Mungia	Comedy	Adventure	Action	7
The Basketball Diaries (1995)	1995	Scott Kalvert	Drama	Crime	Biography	7
I Went Down (1997)	1997	Paddy Breathnach	Crime	Comedy	Action	7
Jamesy Boy (2014)	2014	Trevor White	Drama	Crime	Biography	6
Deadfall (1993)	1993	Christopher Coppola	Drama	Crime	None	4
Hansel & Gretel: Warriors of Witchcraft (2013)	2013	David DeCoteau	Horror	Adventure	Action	3
Dark House (2009)	2009	Darin Scott	Thriller	Horror	None	5
Gangster No. 1 (2000)	2000	Paul McGuigan	Thriller	Drama	Crime	7
The Warrior (2001)	2001	Sung-su Kim	History	Drama	Action	7
Leprechaun 2 (1994)	1994	Rodman Flender	Horror	Fantasy	Comedy	4
The Shrine (2010)	2010	Jon Knautz	Horror	None	None	6
The Look of Love (2013)	2013	Michael Winterbottom	Drama	Comedy	Biography	6
Absolute Beginners (1986)	1986	Julien Temple	Musical	Fantasy	Drama	6
The Intern (2015/I)	2015	Nancy Meyers	Drama	Comedy	None	7
SubUrbia (1996)	1996	Richard Linklater	Drama	Comedy	None	7
Soof (2013)	2013	Antoinette Beumer	Romance	Comedy	None	7
Fat Pizza (2003)	2003	Paul Fenech	Comedy	Adventure	Action	6
Barbie as the Princess and the Pauper (2004) (V)	2004	William Lau	Family	Comedy	Animation	7
Little Murders (1971)	1971	Alan Arkin	Comedy	None	None	7
Sweet Land (2005)	2005	Ali Selim	Romance	Drama	None	7
Last Vegas (2013)	2013	Jon Turteltaub	Romance	Comedy	None	7
Carry on Spying (1964)	1964	Gerald Thomas	Comedy	None	None	6
Fun with Dick and Jane (2005)	2005	Dean Parisot	Crime	Comedy	None	6
The Theatre Bizarre (2011)	2011	Douglas Buck	Horror	None	None	5
Rad (1986)	1986	Hal Needham	Sport	Drama	None	7
Louis C.K.: Live at the Comedy Store (2015) (V)	2015	Louis C.K.	Comedy	None	None	8
The Wind That Shakes the Barley (2006)	2006	Ken Loach	War	Drama	None	8
Totally F***ed Up (1993)	1993	Gregg Araki	Romance	Drama	Comedy	6
Iron Eagle II (1988)	1988	Sidney J. Furie	Romance	Drama	Action	4
In Her Shoes (2005)	2005	Curtis Hanson	Romance	Drama	Comedy	6
Zulu (2013)	2013	Jérôme Salle	Thriller	Drama	Crime	7
Catch and Release (2006/II)	2006	Susannah Grant	Romance	Drama	Comedy	6
The Celluloid Closet (1995)	1995	Rob Epstein	History	Documentary	None	8
Looking for Eric (2009)	2009	Ken Loach	Fantasy	Drama	Comedy	7
The Lady and the Reaper (La dama y la muerte) (2009)	2009	Javier Recio Gracia	Comedy	Short	Animation	7
Dishonored (2012) (VG)	2012	Harvey Smith	Fantasy	Adventure	Action	8
China Moon (1994)	1994	John Bailey	Romance	Mystery	Crime	6
36 China Town (2006)	2006	Abbas Alibhai Burmawalla	Thriller	Mystery	Comedy	6
This Is My Father (1998/I)	1998	Paul Quinn	Drama	Romance	None	7
The Doctor (1991)	1991	Randa Haines	Drama	None	None	7
No Man's Land (2001/I)	2001	Danis Tanovic	War	Drama	None	8
Choose Me (1984)	1984	Alan Rudolph	Romance	Drama	Comedy	7
Hitman Hart: Wrestling with Shadows (1998) (TV)	1998	Paul Jay	Sport	Biography	Documentary	8
Kagemusha (1980)	1980	Akira Kurosawa	War	History	Drama	8
Chocolate (2008)	2008	Prachya Pinkaew	Drama	Action	None	7
ParaNorman (2012)	2012	Chris Butler	Comedy	Adventure	Animation	7
Tusk (2014)	2014	Kevin Smith	Horror	Drama	Comedy	5
Breakfast on Pluto (2005)	2005	Neil Jordan	Drama	Comedy	None	7
The Disappearance of Eleanor Rigby: Them (2014)	2014	Ned Benson	Drama	None	None	6
Paradise (1982)	1982	Stuart Gillard	Romance	Adventure	None	5
200 M.P.H. (2011) (V)	2011	Cole S. McKay	Drama	Adventure	Action	2
Assassination of a High School President (2008)	2008	Brett Simon	Mystery	Crime	Comedy	6
In Like Flint (1967)	1967	Gordon Douglas	Comedy	Adventure	Action	6
Bill Cosby: Himself (1983)	1983	Bill Cosby	Comedy	Documentary	None	8
Love Happens (2009)	2009	Brandon Camp	Romance	Drama	None	6
Birds of America (2008)	2008	Craig Lucas	Drama	Comedy	None	6
